"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","3123","0.0-0.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","","","",""
"true","","","","","fullscreen","1","5593","0.0-1.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","","","",""
"","","","","","html-button-response","2","21402","0.0-2.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","15780","<p style=""font-size:20px;font-weight:bold;"">实验知情同意书</p><p style=""text-align:left;""><strong>实验名称：</strong>社会冲突研究</p><p style=""text-align:left;""><strong>主要研究者：</strong>韩晓春副教授（北京师范大学心理学部）</p><p style=""text-align:left;""><strong>联系方式：</strong>发送邮件至xiaochun.han@bnu.edu.cn</p><p style=""text-align:left;""><strong>研究目的：</strong>研究旨在了解人类面对群体冲突时的决策方式，以及相关的心理学特质。实验调查大约需要20分钟。</p><p style=""text-align:left;""><strong>实验流程：</strong>实验包含两部分。第一部分呈现一系列群体冲突场景，请你决定如何对这些冲突进行反应，大约需要10分钟完成。第二部分包含一系列人口统计学信息收集和心理学问卷，大约需要10分钟完成。</p><p style=""text-align:left;""><strong>参加及退出规则：</strong>参加本实验完全取决于您的个人意愿。在参与过程中，您可以随时退出，并且不用承担任何后果。</p><p style=""text-align:left;""><strong>隐私：</strong>本实验完全匿名进行，不会收集您的姓名或其他能够识别您身份的信息。实验中收集的作答仅用作科学研究使用，可能会在学术期刊/书籍上发表，或者用于教学，您的数据未来可能会和其他研究者或实验室分享，但您的个人身份不会被识别。</p><p style=""text-align:left;""><strong>实验报酬：</strong>实验完成后，您将获得15元人民币报酬，以感谢您的时间和努力。调查问卷中包含几道题目用以测验您作答时的认真度。只有完成全部实验，并且正确回答认真度测验的被试才能获得实验报酬。实验报酬将通过支付宝转账发放。</p><p style=""text-align:left;font-size:20px;""><strong>如果您同意以上实验知情同意书的内容，请点击'同意并且开始实验'按钮；否则请关闭浏览器界面，退出实验。</strong></p>","0",""
"","","","","","html-button-response","3","22557","0.0-3.0","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1149","<p ><strong>实验任务一：</strong></p><p>请想象你的国家与另一个国家发生了军事冲突。</p><p>你是国家军队的指挥官，你将如何在冲突中进行决策。</p><p>具体来说，作为军队指挥官，请你决定是否发射导弹进行打击。</p><p>接下来，你会面对一系列场景，请仔细阅读每个场景，然后进行决策。</p><p>这部分实验任务大约需要10分钟。</p><p><strong>实验过程中，请集中注意力。</strong></p>","0",""
"","","","","","html-button-response","43","113147","0.0-4.0-1.19","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1547","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM1.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","44","114152","0.0-4.0-0.20","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","45","115029","0.0-4.0-1.20","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","867","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/1.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","46","116034","0.0-4.0-0.21","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","47","117432","0.0-4.0-1.21","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1388","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/16.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","48","118439","0.0-4.0-0.22","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","49","120031","0.0-4.0-1.22","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1582","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/10.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","50","121035","0.0-4.0-0.23","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","51","123801","0.0-4.0-1.23","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","2755","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM8.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","52","124807","0.0-4.0-0.24","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","53","125977","0.0-4.0-1.24","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1160","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/14.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","54","126984","0.0-4.0-0.25","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","55","127872","0.0-4.0-1.25","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","879","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>1名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM8.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","56","128876","0.0-4.0-0.26","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","57","130594","0.0-4.0-1.26","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1704","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>5名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/2.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","58","131601","0.0-4.0-0.27","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","59","132011","0.0-4.0-1.27","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","400","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/6.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","60","133017","0.0-4.0-0.28","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","61","134610","0.0-4.0-1.28","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1580","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>6名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/2.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","62","135617","0.0-4.0-0.29","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","63","136977","0.0-4.0-1.29","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1349","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF2.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","64","137984","0.0-4.0-0.30","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","65","139945","0.0-4.0-1.30","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1951","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/1.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","66","140951","0.0-4.0-0.31","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","67","142637","0.0-4.0-1.31","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1674","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>2名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM4.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","68","143643","0.0-4.0-0.32","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","69","146636","0.0-4.0-1.32","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","2982","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>9名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/11.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","1",""
"","","","","","html-keyboard-response","70","147642","0.0-4.0-0.33","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","71","149775","0.0-4.0-1.33","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","2122","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM3.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","72","150783","0.0-4.0-0.34","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","73","152855","0.0-4.0-1.34","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","2061","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/5.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","74","153862","0.0-4.0-0.35","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","75","155721","0.0-4.0-1.35","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1847","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>8名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF5.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","76","156729","0.0-4.0-0.36","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","77","159034","0.0-4.0-1.36","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","2295","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>9名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF3.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","78","160042","0.0-4.0-0.37","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","79","162053","0.0-4.0-1.37","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1995","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>4名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/13.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","80","163061","0.0-4.0-0.38","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","81","164552","0.0-4.0-1.38","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1479","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>7名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFF7.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","82","165560","0.0-4.0-0.39","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","83","167149","0.0-4.0-1.39","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1577","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会误杀附近的 <strong>1名</strong> 敌国平民。</p> <p>平民照片如下图所示。</p> <p></p> <img src='stimuli/faces/PFM7.jpg', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","84","168156","0.0-4.0-0.40","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","85","170170","0.0-4.0-1.40","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","2002","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>9名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/10.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
"","","","","","html-keyboard-response","86","171178","0.0-4.0-0.41","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","null","<div style=""font-size:60px;"">+</div>","null",""
"","","","","","html-button-response","87","172580","0.0-4.0-1.41","28","1","2022-11-27 09:51:28","49aca292d257f58668169b9fbab864ae","39.149.1.173","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15","Macintosh","Safari","15.0","OS X","10_15_6","1389","<p>作为军队的指挥官，你可以选择发射导弹杀死 <strong>10名</strong> 敌国士兵，但会炸毁附近的 <strong>1棵</strong> 敌国树木。</p> <p>树木的照片如下图所示。</p> <p></p> <img src='stimuli/trees/13.png', style='max-width: 30%;'> </img> <p><strong>你是否选择发射武器？</strong></p>","0",""
